IMG,TITLE,PRICE
"https://pk.khaadi.com/media/catalog/product/e/s/eskde21213s_blue_1_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500",Yarn Dyed Dupatta,"PKR 1,290"
"https://pk.khaadi.com/media/catalog/product/e/e/eetp21111_white_1_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500",Printed Kurta,"PKR 2,290"
"https://pk.khaadi.com/media/catalog/product/e/e/eetpe21209_purple_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500",Printed Embroidered Kurta,"PKR 2,790"
"https://pk.khaadi.com/media/catalog/product/e/e/eetpe21213_blue_1_5.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500",Printed Embroidered Kurta,"PKR 2,190"
"https://pk.khaadi.com/media/catalog/product/e/t/etp20307_beige_1_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500",Printed Kurta,"PKR 2,690"
"https://pk.khaadi.com/media/catalog/product/w/s/wscjap21303_blue_1_21.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500",Printed Belted Long Dress,"PKR 3,090"
"https://pk.khaadi.com/media/catalog/product/w/t/wte21601_black_1_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500",Solid Embroidered Button Down Shirt,"PKR 5,090"
"https://pk.khaadi.com/media/catalog/product/w/t/wtp21502_black_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500",Printed Button Down Shirt,"PKR 2,790"
"https://pk.khaadi.com/media/catalog/product/e/e/eekppe21202_white_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500",Embroidered Classic Kurta Pants,"PKR 3,990"
"https://pk.khaadi.com/media/catalog/product/e/e/eeds21203_blue_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500",Solid Dupatta,"PKR 1,090"
"https://pk.khaadi.com/media/catalog/product/e/e/eekdp21101d_blue_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500",Printed Dupatta,"PKR 1,090"
"https://pk.khaadi.com/media/catalog/product/e/s/eskde21205s_black_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500",Printed Dupatta,"PKR 1,890"
"https://pk.khaadi.com/media/catalog/product/e/s/eskdp21202s_red_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500",Solid Dupatta,"PKR 1,290"
"https://pk.khaadi.com/media/catalog/product/e/s/eskdp21205s_black_1_2.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500",Yarn Dyed Dupatta,"PKR 1,190"
"https://pk.khaadi.com/media/catalog/product/e/e/eetp21203_beige_1_2.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500",Printed Kurta,"PKR 1,890"
"https://pk.khaadi.com/media/catalog/product/e/e/eetp21212_green_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500",Printed Kurta,"PKR 1,990"
"https://pk.khaadi.com/media/catalog/product/e/e/eetp21306_beige_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500",Printed Kali Kurta,"PKR 2,590"
"https://pk.khaadi.com/media/catalog/product/e/e/eetpe21206_off-white_1_3.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500",Printed Kurta,"PKR 2,190"
"https://pk.khaadi.com/media/catalog/product/e/s/eskdpe21104t_white_1_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500",Printed Embroidered Kurta,"PKR 3,190"
"https://pk.khaadi.com/media/catalog/product/e/s/este21101_blue_1_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500",Solid Embroidered Kurta,"PKR 3,390"
"https://pk.khaadi.com/media/catalog/product/e/s/este21207_off-white_1_2.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500",Solid Embroidered Kurta,"PKR 5,290"
"https://pk.khaadi.com/media/catalog/product/e/s/estp21211_off-white_1_6.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500",Printed Kurta,"PKR 2,390"
"https://pk.khaadi.com/media/catalog/product/e/s/estpe21104_blue_1_8.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500",Printed Embroidered Kurta,"PKR 2,390"
"https://pk.khaadi.com/media/catalog/product/e/s/ests21101_white_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500",Solid Kurta,"PKR 2,290"
"https://pk.khaadi.com/media/catalog/product/w/d/wde21401_red_1_2.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500",Solid Embroidered A Line Midi Dress,"PKR 3,690"
"https://pk.khaadi.com/media/catalog/product/e/e/ee3pp21102tb_blue_1_1_4.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500",Printed Kurta Pants,"PKR 3,290"
"https://pk.khaadi.com/media/catalog/product/e/e/eekdp21103t_white_1_4.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500",Printed Embroidered Kurta,"PKR 3,090"
"https://pk.khaadi.com/media/catalog/product/e/s/eskpe21207_yellow_1_7.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500",Embroidered Kurta Pants,"PKR 4,890"
"https://pk.khaadi.com/media/catalog/product/e/e/eeds21101_green_1_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500",Solid Dupatta,PKR 890
"https://pk.khaadi.com/media/catalog/product/e/e/eekdpe21201s_grey_1_4.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500",Printed Dupatta,"PKR 1,190"
"https://pk.khaadi.com/media/catalog/product/e/s/es3pe21102s_red_1_6.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500",Dupatta,"PKR 1,690"
"https://pk.khaadi.com/media/catalog/product/k/d/kdpe20201d_purple_1_16.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500",Printed Dupatta,PKR 995
"https://pk.khaadi.com/media/catalog/product/e/e/eese21204_white_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500",Solid Embroidered Stole,"PKR 1,390"
"https://pk.khaadi.com/media/catalog/product/c/t/ctp20208_off-white_1_7.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500",Printed Kurta,"PKR 2,090"
"https://pk.khaadi.com/media/catalog/product/e/e/eekdpe21201t_grey_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500",Printed Embroidered Kurta,"PKR 2,290"
"https://pk.khaadi.com/media/catalog/product/e/e/eete21207_white_1_4.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500",Solid Embroidered Kurta,"PKR 1,890"
"https://pk.khaadi.com/media/catalog/product/e/e/eete21208_beige_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500",Solid Embroidered Kurta,"PKR 2,790"
"https://pk.khaadi.com/media/catalog/product/e/e/eete21208_yellow_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500",Solid Embroidered Kurta,"PKR 2,790"
"https://pk.khaadi.com/media/catalog/product/e/e/eetpe21222_green_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500",Printed Embroidered Kurta,"PKR 2,390"
"https://pk.khaadi.com/media/catalog/product/e/s/este21201_off-white_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500",Solid Embroidered Kurta,"PKR 5,490"
"https://pk.khaadi.com/media/catalog/product/e/s/estp21104_off-white_1_13.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500",Printed Kurta,"PKR 2,590"
"https://pk.khaadi.com/media/catalog/product/e/s/estp21205_black_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500",Printed Kurta,"PKR 4,690"
"https://pk.khaadi.com/media/catalog/product/e/t/ete20306_blue_1_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500",Solid Embroidered Kurta,"PKR 2,270"
"https://pk.khaadi.com/media/catalog/product/k/c/kck20601_beige_1_5.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500",Printed Embroidered Angarkha Kurta,"PKR 6,990"
"https://pk.khaadi.com/media/catalog/product/w/s/wscjae21301_blue_1_12.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500",Solid Embroidered A Line Long Dress,"PKR 5,490"
"https://pk.khaadi.com/media/catalog/product/w/s/wscjap21302_black_1_5.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500",Printed Tiered Long Dress,"PKR 3,990"
"https://pk.khaadi.com/media/catalog/product/w/d/wdjqb21501_black_1_4.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500",Solid A Line Maxi Dress,"PKR 3,090"
"https://pk.khaadi.com/media/catalog/product/w/t/wte21408_black_1_2.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500",Solid Embroidered Cropped Blouse,"PKR 4,590"
"https://pk.khaadi.com/media/catalog/product/w/t/wte21407_white_1_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500",Solid Embroidered Button Down Shirt,"PKR 3,590"
"https://pk.khaadi.com/media/catalog/product/k/s/ksffs20702_blue_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500",Box Cut Full Suit,"PKR 15,990"
"https://pk.khaadi.com/media/catalog/product/e/e/eeds21205_yellow_1_4.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500",Solid Dupatta,PKR 890
"https://pk.khaadi.com/media/catalog/product/e/s/eskdp21202s_yellow_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500",Solid Dupatta,"PKR 1,290"
"https://pk.khaadi.com/media/catalog/product/e/e/eesp21102_yellow_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500",Printed Stole,"PKR 1,090"
"https://pk.khaadi.com/media/catalog/product/e/e/eess21102_orange_1_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500",Solid Stole,PKR 790
"https://pk.khaadi.com/media/catalog/product/e/e/eetp21210_blue_1_4.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500",Printed Kurta,"PKR 2,190"
"https://pk.khaadi.com/media/catalog/product/e/e/eets21101_white_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500",Classic Kurta,"PKR 2,490"
"https://pk.khaadi.com/media/catalog/product/e/s/eskde21204t_white_1_4.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500",Solid Embroidered Kurta,"PKR 3,690"
"https://pk.khaadi.com/media/catalog/product/e/s/este21103_blue_1_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500",Solid Embroidered Kurta,"PKR 3,690"
"https://pk.khaadi.com/media/catalog/product/e/s/este21114_white_1_12.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500",Solid Embroidered Kurta,"PKR 2,990"
"https://pk.khaadi.com/media/catalog/product/e/s/ests21303_beige_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500",Yarn Dyed Kurta,"PKR 2,890"
"https://pk.khaadi.com/media/catalog/product/e/t/etbp20303_green_1_13.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500",Printed Kurta,"PKR 2,390"
"https://pk.khaadi.com/media/catalog/product/e/t/ete20226_white_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500",Solid Embroidered Kurta,"PKR 2,990"
"https://pk.khaadi.com/media/catalog/product/e/t/ete20320_white_1_6.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500",Solid Embroidered Kurta,"PKR 2,270"
"https://pk.khaadi.com/media/catalog/product/e/t/etp20340_green_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500",Printed Kurta,"PKR 1,790"
"https://pk.khaadi.com/media/catalog/product/k/c/kck20704_green_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500",Printed Classic Kurta,"PKR 6,990"
"https://pk.khaadi.com/media/catalog/product/k/c/kck20707_blue_1_7.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500",Embroidered Round Daaman Kurta,"PKR 9,490"
"https://pk.khaadi.com/media/catalog/product/k/c/kck20810_green_1_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500",Embroidered Round Daaman Kurta,"PKR 6,990"
"https://pk.khaadi.com/media/catalog/product/k/c/kck20811_beige_1_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500",Embroidered Classic Kurta,"PKR 6,990"
"https://pk.khaadi.com/media/catalog/product/k/c/kck20814_blue_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1500&width=1000&canvas=1000:1500",Embroidered Round Daaman Kurta,"PKR 5,990"
